"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0ChangedEval","img0FirstEval","img0LastEval","img1","img1ChangedEval","img1FirstEval","img1LastEval","img2","img2ChangedEval","img2FirstEval","img2LastEval","img3","img3ChangedEval","img3FirstEval","img3LastEval","img4","img4ChangedEval","img4FirstEval","img4LastEval","img5","img5ChangedEval","img5FirstEval","img5LastEval","img6","img6ChangedEval","img6FirstEval","img6LastEval","img7","img7ChangedEval","img7FirstEval","img7LastEval","img8","img8ChangedEval","img8FirstEval","img8LastEval","img9","img9ChangedEval","img9FirstEval","img9LastEval","income","moral1","moral2","moral3","moral4","moral5","moral6","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","priceTreatment","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","study1End","study2End","studyEnd","openEnded","condition","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","moral1V","moral2V","moral3V","moral4V","moral5V","moral6V","agencyV","patiencyV","moralV","artV","img0changeEvalTmp","img0initialEvalTmp","img0finalEvalTmp","img1changeEvalTmp","img1initialEvalTmp","img1finalEvalTmp","img2changeEvalTmp","img2initialEvalTmp","img2finalEvalTmp","img3changeEvalTmp","img3initialEvalTmp","img3finalEvalTmp","img4changeEvalTmp","img4initialEvalTmp","img4finalEvalTmp","img5changeEvalTmp","img5initialEvalTmp","img5finalEvalTmp","img6changeEvalTmp","img6initialEvalTmp","img6finalEvalTmp","img7changeEvalTmp","img7initialEvalTmp","img7finalEvalTmp","img8changeEvalTmp","img8initialEvalTmp","img8finalEvalTmp","img9changeEvalTmp","img9initialEvalTmp","img9finalEvalTmp","img8changeEvalV","img8initialEvalV","img8finalEvalV","img10changeEvalV","img10initialEvalV","img10finalEvalV","img3changeEvalV","img3initialEvalV","img3finalEvalV","img4changeEvalV","img4initialEvalV","img4finalEvalV","img5changeEvalV","img5initialEvalV","img5finalEvalV","img6changeEvalV","img6initialEvalV","img6finalEvalV","img1changeEvalV","img1initialEvalV","img1finalEvalV","img9changeEvalV","img9initialEvalV","img9finalEvalV","img7changeEvalV","img7initialEvalV","img7finalEvalV","img2changeEvalV","img2initialEvalV","img2finalEvalV","initEvalV","finalEvalV","changeEvalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"218",263,2001,"Not at all","Slightly","Somewhat","Slightly","Not at all","Slightly","Somewhat","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Yes","Bachelor's degree or lower","Male",5,"False",-1,1500,1,"False",-1,1800,3,"False",-1,400,7,"False",-1,900,8,"False",-1,3700,10,"False",-1,1500,9,"False",-1,3700,4,"False",-1,1400,2,"False",-1,1500,6,"False",-1,1000,"$40,000-$59,999","Not at all","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Slightly","Somewhat conservative","No","Mean","5fd511f86ef5c530eb69550c","Caucasian","605ab77e9bb8a31e299d2706","605990fadf3c32e5e48028c8","{'attCheckEnd': 644019, 'consentEnd': 52431, 'demographicsEnd': 678512, 'introEnd': 76164, 'study0End': 597727, 'study1End': 609600, 'study2End': 626329, 'studyEnd': 638640}","post",644019,52431,678512,76164,597727,609600,626329,638640,"","Median",0,1,2,1,0,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0.833333333333333,0.166666666666667,0.333333333333333,1.5,0,1500,1500,0,1800,1800,0,400,400,0,900,900,0,3700,3700,0,1500,1500,0,3700,3700,0,1400,1400,0,1500,1500,0,1000,1000,0,3700,3700,0,1500,1500,0,400,400,0,1400,1400,0,1500,1500,0,1000,1000,0,1800,1800,0,3700,3700,0,900,900,0,1500,1500,1740,1740,0,0,0,2,1,0,1,0.666666666666667,20
"219",265,1993,"Somewhat","Moderately","Moderately","Somewhat","Moderately","Somewhat","Moderately","No","Strongly Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Male",5,"False",-1,3000,8,"False",-1,6300,4,"False",-1,3200,1,"True",7800,3000,10,"True",3400,7200,3,"True",4000,6800,6,"False",4000,7300,7,"False",4000,4800,2,"False",4000,1800,9,"False",4000,3100,"$40,000-$59,999","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Max","5fdfe48bad8fba8c0a147400","Caucasian","605a9775d5175e12cfc61202","605990fadf3c32e5e48028c8","{'attCheckEnd': 142775, 'consentEnd': 6315, 'demographicsEnd': 185410, 'introEnd': 26716, 'study0End': 94245, 'study1End': 108360, 'study2End': 119640, 'studyEnd': 137528}","post",142775,6315,185410,26716,94245,108360,119640,137528,"","Max",2,3,3,2,3,2,3,0,0,0,0,0,0,0,1,1,1,1,1,1,2.5,0,1,1.5,0,3000,3000,0,6300,6300,0,3200,3200,-4800,7800,3000,3800,3400,7200,2800,4000,6800,0,7300,7300,0,4800,4800,0,1800,1800,0,3100,3100,0,6300,6300,3800,3400,7200,2800,4000,6800,0,3200,3200,0,3000,3000,0,7300,7300,-4800,7800,3000,0,3100,3100,0,4800,4800,0,1800,1800,4470,4650,180,2,3,2,2,1,1,1.83333333333333,28
"220",266,1982,"Extremely","Moderately","Not at all","Extremely","Somewhat","Moderately","Somewhat","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Graduate degree","Female",5,"False",-1,6000,7,"False",-1,100,9,"False",-1,600,1,"False",-1,900,8,"False",-1,4600,10,"False",-1,5000,3,"False",-1,4200,4,"False",-1,5800,2,"False",-1,5500,6,"False",-1,5100,"$60,000-$79,999","Moderately","Somewhat","Moderately","Extremely","Extremely","Somewhat","Not at all","Slightly","Not at all","Somewhat","Slightly","Slightly","Moderately","Moderate","No","Min","5fe3f78843c57817126e10b2","Caucasian","605ab81272c072063cc2859d","605990fadf3c32e5e48028c8","{'attCheckEnd': 357279, 'consentEnd': 17738, 'demographicsEnd': 403415, 'introEnd': 38088, 'study0End': 267207, 'study1End': 292337, 'study2End': 320999, 'studyEnd': 344041}","post",357279,17738,403415,38088,267207,292337,320999,344041,"interesting","Min",4,3,0,4,2,3,2,0,1,0,2,1,1,3,3,2,3,4,4,2,2.66666666666667,0.833333333333333,3,2.5,0,6000,6000,0,100,100,0,600,600,0,900,900,0,4600,4600,0,5000,5000,0,4200,4200,0,5800,5800,0,5500,5500,0,5100,5100,0,4600,4600,0,5000,5000,0,4200,4200,0,5800,5800,0,6000,6000,0,5100,5100,0,900,900,0,600,600,0,100,100,0,5500,5500,3780,3780,0,0,0,0,0,0,0,0,39
"221",267,1997,"Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Extremely","No","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","No","Bachelor's degree or lower","Male",9,"False",-1,10000,8,"False",-1,10000,10,"False",-1,6000,7,"False",-1,8700,4,"False",-1,6300,3,"False",-1,2700,5,"False",-1,8300,1,"False",-1,2300,6,"False",-1,5000,2,"False",-1,2900,"$80,000-$99,999","Slightly","Extremely","Extremely","Slightly","Slightly","Extremely","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Extremely","Liberal","No","Min","5fe5125e24747030b86d10ee","Other","605ab88831727a608b5d5dfb","605990fadf3c32e5e48028c8","{'attCheckEnd': 198755, 'consentEnd': 3475, 'demographicsEnd': 270683, 'introEnd': 32322, 'study0End': 120857, 'study1End': 152120, 'study2End': 175293, 'studyEnd': 188396}","post",198755,3475,270683,32322,120857,152120,175293,188396,"I thought they were well done. It's very impressive that those were generated by a complex computer algorithm. I wonder what the next generation of AI will be able to generate. ","Min",1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,4,1,1,4,1,1,2.5,4,0,10000,10000,0,10000,10000,0,6000,6000,0,8700,8700,0,6300,6300,0,2700,2700,0,8300,8300,0,2300,2300,0,5000,5000,0,2900,2900,0,10000,10000,0,6000,6000,0,2700,2700,0,6300,6300,0,8300,8300,0,5000,5000,0,2300,2300,0,10000,10000,0,8700,8700,0,2900,2900,6220,6220,0,3,0,3,3,3,3,2.5,24
"222",268,2002,"Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","No","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No","High school or lower","Female",1,"False",-1,2800,8,"False",-1,1400,5,"False",-1,4300,9,"False",-1,2000,3,"False",-1,1300,7,"False",-1,2300,2,"False",-1,2500,4,"False",-1,5000,10,"False",-1,1800,6,"False",-1,1900,"Less than $20,000","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Conservative","No","Mean","5fe98a94b1111688ce7ff477","African American","605d2add3351fc10f1259382","605990fadf3c32e5e48028c8","{'attCheckEnd': 151341, 'consentEnd': 2165, 'demographicsEnd': 192254, 'introEnd': 14429, 'study0End': 26077, 'study1End': 43447, 'study2End': 62270, 'studyEnd': 139638}","pre",151341,2165,192254,14429,26077,43447,62270,139638,"","Pre",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2800,2800,0,1400,1400,0,4300,4300,0,2000,2000,0,1300,1300,0,2300,2300,0,2500,2500,0,5000,5000,0,1800,1800,0,1900,1900,0,1400,1400,0,1800,1800,0,1300,1300,0,5000,5000,0,4300,4300,0,1900,1900,0,2800,2800,0,2000,2000,0,2300,2300,0,2500,2500,2530,2530,0,2,2,2,2,2,2,2,19
"223",269,1991,"Somewhat","Somewhat","Somewhat","Moderately","Somewhat","Moderately","Moderately","Yes","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","No","High school or lower","Male",1,"False",-1,1000,10,"False",-1,500,3,"False",-1,200,9,"False",-1,3000,2,"False",-1,500,5,"False",-1,5000,7,"False",-1,200,6,"False",-1,1000,8,"False",-1,5000,4,"False",-1,300,"$20,000-$39,999","Slightly","Slightly","Somewhat","Slightly","Somewhat","Somewhat","Not at all","Somewhat","Not at all","Slightly","Slightly","Slightly","Moderately","Somewhat liberal","No","Min","5feb5696d42dc5b9b88fd3be","Caucasian","6059bca699a23bc83b4ee6c1","605990fadf3c32e5e48028c8","{'attCheckEnd': 258234, 'consentEnd': 17070, 'demographicsEnd': 313365, 'introEnd': 36765, 'study0End': 146013, 'study1End': 163259, 'study2End': 211253, 'studyEnd': 245850}","post",258234,17070,313365,36765,146013,163259,211253,245850,"Some were of decent quality, others not (in terms of skill). However, art is subjective and market based, so prices can vary.","Min",2,2,2,3,2,3,3,0,2,0,1,1,1,3,1,1,2,1,2,2,2.33333333333333,0.833333333333333,1.5,3,0,1000,1000,0,500,500,0,200,200,0,3000,3000,0,500,500,0,5000,5000,0,200,200,0,1000,1000,0,5000,5000,0,300,300,0,5000,5000,0,500,500,0,200,200,0,300,300,0,5000,5000,0,1000,1000,0,1000,1000,0,3000,3000,0,200,200,0,500,500,1670,1670,0,1,1,1,2,1,1,1.16666666666667,30
"224",270,1997,"Somewhat","Slightly","Moderately","Slightly","Slightly","Slightly","Somewhat","Yes","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","No","Bachelor's degree or lower","Female",3,"False",-1,7800,5,"False",-1,10000,7,"False",-1,1000,6,"False",-1,8000,9,"False",-1,10000,1,"False",-1,7700,2,"False",-1,5700,10,"False",-1,7800,4,"False",-1,2900,8,"False",-1,7600,"$100,000-$150,000","Somewhat","Somewhat","Somewhat","Moderately","Somewhat","Moderately","Slightly","Somewhat","Somewhat","Somewhat","Slightly","Somewhat","Moderately","Somewhat conservative","No","Mean","5febbf662f5671801144fd4d","Caucasian","605a97197d2c02a89ff45b95","605990fadf3c32e5e48028c8","{'attCheckEnd': 145468, 'consentEnd': 3710, 'demographicsEnd': 181152, 'introEnd': 20483, 'study0End': 97356, 'study1End': 111756, 'study2End': 124881, 'studyEnd': 136255}","post",145468,3710,181152,20483,97356,111756,124881,136255,"","Median",2,1,3,1,1,1,2,1,2,2,2,1,2,3,2,2,2,3,2,3,1.5,1.66666666666667,2.33333333333333,2.5,0,7800,7800,0,10000,10000,0,1000,1000,0,8000,8000,0,10000,10000,0,7700,7700,0,5700,5700,0,7800,7800,0,2900,2900,0,7600,7600,0,7600,7600,0,7800,7800,0,7800,7800,0,2900,2900,0,10000,10000,0,8000,8000,0,7700,7700,0,10000,10000,0,1000,1000,0,5700,5700,6850,6850,0,3,0,3,3,3,3,2.5,24
"225",271,1994,"Not at all","Not at all","Somewhat","Not at all","Slightly","Slightly","Moderately","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Yes","Bachelor's degree or lower","Male",8,"False",-1,1500,9,"False",-1,1000,10,"True",200,800,3,"True",5800,3800,1,"True",3000,2500,4,"False",3000,1000,6,"False",3000,2000,5,"False",3000,2000,7,"False",3000,500,2,"False",3000,2000,"Less than $20,000","Not at all","Not at all","Moderately","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Moderate","No","Mean","5febf3346a3657d4aca47a2f","Caucasian","605a974ed7af539b74b4772a","605990fadf3c32e5e48028c8","{'attCheckEnd': 404709, 'consentEnd': 17718, 'demographicsEnd': 492953, 'introEnd': 41048, 'study0End': 298871, 'study1End': 337143, 'study2End': 364351, 'studyEnd': 395227}","post",404709,17718,492953,41048,298871,337143,364351,395227,"The program seems to have trouble with ears; I know it's supposed to be an abstract art style but they just look like blobs when the rest of the face has a lot more detail. The landscape pictures were pretty good.","Median",0,0,2,0,1,1,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0.666666666666667,0,0.666666666666667,2,0,1500,1500,0,1000,1000,600,200,800,-2000,5800,3800,-500,3000,2500,0,1000,1000,0,2000,2000,0,2000,2000,0,500,500,0,2000,2000,0,1500,1500,600,200,800,-2000,5800,3800,0,1000,1000,0,2000,2000,0,2000,2000,-500,3000,2500,0,1000,1000,0,500,500,0,2000,2000,1900,1710,-190,0,0,0,0,0,1,0.166666666666667,27
"226",272,1987,"Somewhat","Moderately","Moderately","Extremely","Moderately","Somewhat","Extremely","No","Strongly Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Female",4,"True",4700,2600,3,"False",4700,1200,10,"False",4700,5500,5,"True",7300,5100,9,"False",7300,2500,2,"False",7300,1200,7,"False",7300,800,1,"False",7300,1100,8,"False",7300,4700,6,"False",7300,4700,"$20,000-$39,999","Slightly","Somewhat","Slightly","Extremely","Extremely","Somewhat","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Extremely","Moderate","No","Mean","5fed6c9c0d786daf31f29f3d","Asian","605ab86883aec339d75749a9","605990fadf3c32e5e48028c8","{'attCheckEnd': 312529, 'consentEnd': 16254, 'demographicsEnd': 393620, 'introEnd': 62139, 'study0End': 94337, 'study1End': 112881, 'study2End': 134756, 'studyEnd': 292578}","pre",312529,16254,393620,62139,94337,112881,134756,292578,"Those are really impressive painting. I was wondering if they are truly created by AI when I judged their prices. ","Pre",2,3,3,4,3,2,4,1,1,1,1,1,1,4,1,2,1,4,4,2,2.83333333333333,1,2.33333333333333,4,-2100,4700,2600,0,1200,1200,0,5500,5500,-2200,7300,5100,0,2500,2500,0,1200,1200,0,800,800,0,1100,1100,0,4700,4700,0,4700,4700,0,4700,4700,0,5500,5500,0,1200,1200,-2100,4700,2600,-2200,7300,5100,0,4700,4700,0,1100,1100,0,2500,2500,0,800,800,0,1200,1200,3370,2940,-430,0,0,2,1,0,0,0.5,34
"227",273,1964,"Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Female",5,"False",-1,800,6,"False",-1,500,2,"False",-1,200,8,"False",-1,100,7,"False",-1,0,4,"False",-1,500,9,"False",-1,200,10,"False",-1,200,3,"False",-1,0,1,"False",-1,100,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Mean","5fefa70c30cadfb105b65915","Caucasian","605ab87abdf8798657bc655e","605990fadf3c32e5e48028c8","{'attCheckEnd': 218103, 'consentEnd': 11824, 'demographicsEnd': 368594, 'introEnd': 31917, 'study0End': 149674, 'study1End': 163029, 'study2End': 179496, 'studyEnd': 210170}","post",218103,11824,368594,31917,149674,163029,179496,210170,"I thought they were all pretty bad. Surprising that people would think they are worth that much. My paintings are much better and people don't pay that much for mine. :) I could do that abstract in literally 15 minutes.","Median",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,800,800,0,500,500,0,200,200,0,100,100,0,0,0,0,500,500,0,200,200,0,200,200,0,0,0,0,100,100,0,100,100,0,200,200,0,0,0,0,500,500,0,800,800,0,500,500,0,100,100,0,200,200,0,0,0,0,200,200,260,260,0,0,0,0,0,0,0,0,57
"228",274,1996,"Slightly","Slightly","Somewhat","Moderately","Slightly","Not at all","Not at all","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Female",1,"False",-1,2000,3,"False",-1,900,10,"False",-1,1100,5,"False",-1,3100,4,"False",-1,1300,7,"False",-1,700,9,"False",-1,1000,2,"False",-1,1500,6,"False",-1,2600,8,"False",-1,4300,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Max","5ff1582e0d786d0b0bb47c0a","Asian","605ab74ad090b9f26db819be","605990fadf3c32e5e48028c8","{'attCheckEnd': 155486, 'consentEnd': 8078, 'demographicsEnd': 184752, 'introEnd': 20421, 'study0End': 106597, 'study1End': 124559, 'study2End': 137688, 'studyEnd': 150170}","post",155486,8078,184752,20421,106597,124559,137688,150170,"","Max",1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,2000,2000,0,900,900,0,1100,1100,0,3100,3100,0,1300,1300,0,700,700,0,1000,1000,0,1500,1500,0,2600,2600,0,4300,4300,0,4300,4300,0,1100,1100,0,900,900,0,1300,1300,0,3100,3100,0,2600,2600,0,2000,2000,0,1000,1000,0,700,700,0,1500,1500,1850,1850,0,1,1,1,1,1,1,1,25
"229",275,1988,"Slightly","Not at all","Slightly","Moderately","Not at all","Slightly","Moderately","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Some college","Male",8,"False",-1,1500,10,"False",-1,2200,4,"False",-1,1300,1,"False",-1,2500,9,"False",-1,1600,2,"False",-1,1400,3,"False",-1,1500,7,"False",-1,2500,5,"False",-1,2000,6,"False",-1,2000,"$60,000-$79,999","Not at all","Not at all","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Mean","5ff85bacd2ca6f03514e6374","Caucasian","6059bc15cdeed676e57dbe92","605990fadf3c32e5e48028c8","{'attCheckEnd': 201053, 'consentEnd': 16573, 'demographicsEnd': 296036, 'introEnd': 32081, 'study0End': 144189, 'study1End': 158517, 'study2End': 178665, 'studyEnd': 190401}","post",201053,16573,296036,32081,144189,158517,178665,190401,"","Median",1,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0.666666666666667,1.5,0,1500,1500,0,2200,2200,0,1300,1300,0,2500,2500,0,1600,1600,0,1400,1400,0,1500,1500,0,2500,2500,0,2000,2000,0,2000,2000,0,1500,1500,0,2200,2200,0,1500,1500,0,1300,1300,0,2000,2000,0,2000,2000,0,2500,2500,0,1600,1600,0,2500,2500,0,1400,1400,1850,1850,0,0,0,0,0,0,0,0,33
"230",277,1995,"Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","No","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","No","Some college","Female",8,"False",-1,600,2,"False",-1,200,9,"False",-1,800,3,"False",-1,2300,4,"False",-1,5000,5,"False",-1,2700,7,"False",-1,800,6,"False",-1,3700,1,"False",-1,4800,10,"False",-1,5400,"$20,000-$39,999","Moderately","Somewhat","Somewhat","Slightly","Somewhat","Moderately","Extremely","Moderately","Somewhat","Moderately","Moderately","Slightly","Extremely","Somewhat liberal","No","Min","6000b17850d58c1b3dd9fd6d","African American","605ab86c2f8aae6214ca1504","605990fadf3c32e5e48028c8","{'attCheckEnd': 223870, 'consentEnd': 3765, 'demographicsEnd': 289525, 'introEnd': 34063, 'study0End': 146684, 'study1End': 173914, 'study2End': 192733, 'studyEnd': 212972}","post",223870,3765,289525,34063,146684,173914,192733,212972,"","Min",3,3,3,3,3,3,3,4,3,2,3,3,1,4,3,2,2,1,2,3,3,2.66666666666667,2.16666666666667,3.5,0,600,600,0,200,200,0,800,800,0,2300,2300,0,5000,5000,0,2700,2700,0,800,800,0,3700,3700,0,4800,4800,0,5400,5400,0,600,600,0,5400,5400,0,2300,2300,0,5000,5000,0,2700,2700,0,3700,3700,0,4800,4800,0,800,800,0,800,800,0,200,200,2630,2630,0,4,1,3,1,3,2,2.33333333333333,26
"231",279,1988,"Moderately","Moderately","Moderately","Moderately","Somewhat","Somewhat","Moderately","No","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No","Graduate degree","Female",8,"False",-1,400,7,"False",-1,100,6,"False",-1,200,1,"False",-1,2500,5,"False",-1,100,3,"False",-1,100,2,"False",-1,600,9,"False",-1,2500,10,"False",-1,300,4,"False",-1,100,"More than $150,000","Not at all","Not at all","Somewhat","Somewhat","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat conservative","No","Mean","60021a3a1671691f237e9b59","Caucasian","6059bac0c10d32dd1e510c02","605990fadf3c32e5e48028c8","{'attCheckEnd': 270025, 'consentEnd': 24801, 'demographicsEnd': 325945, 'introEnd': 49158, 'study0End': 179029, 'study1End': 211436, 'study2End': 225844, 'studyEnd': 253299}","post",270025,24801,325945,49158,179029,211436,225844,253299,"","Median",3,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,2,2,2,0,2.66666666666667,0,1,1.5,0,400,400,0,100,100,0,200,200,0,2500,2500,0,100,100,0,100,100,0,600,600,0,2500,2500,0,300,300,0,100,100,0,400,400,0,300,300,0,100,100,0,100,100,0,100,100,0,200,200,0,2500,2500,0,2500,2500,0,100,100,0,600,600,690,690,0,1,2,2,2,2,2,1.83333333333333,33
"232",280,1997,"Somewhat","Somewhat","Somewhat","Moderately","Somewhat","Somewhat","Moderately","No","Strongly Agree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","No","Some college","Male",5,"False",-1,1200,6,"False",-1,1600,2,"False",-1,1700,4,"False",-1,1100,10,"False",-1,1400,1,"False",-1,2000,8,"False",-1,1800,3,"False",-1,1300,7,"False",-1,1400,9,"False",-1,2200,"$20,000-$39,999","Somewhat","Not at all","Moderately","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Slightly","Moderate","No","Mean","600413646c1b8b51dedb75b7","Hispanic","605ab7b159a76804d236b6fc","605990fadf3c32e5e48028c8","{'attCheckEnd': 509597, 'consentEnd': 22167, 'demographicsEnd': 591147, 'introEnd': 194004, 'study0End': 234306, 'study1End': 262408, 'study2End': 284760, 'studyEnd': 497551}","pre",509597,22167,591147,194004,234306,262408,284760,497551,"","Pre",2,2,2,3,2,2,3,0,0,0,1,0,0,1,2,0,3,2,0,0,2.16666666666667,0.166666666666667,1.16666666666667,2,0,1200,1200,0,1600,1600,0,1700,1700,0,1100,1100,0,1400,1400,0,2000,2000,0,1800,1800,0,1300,1300,0,1400,1400,0,2200,2200,0,1800,1800,0,1400,1400,0,1300,1300,0,1100,1100,0,1200,1200,0,1600,1600,0,2000,2000,0,2200,2200,0,1400,1400,0,1700,1700,1570,1570,0,3,1,2,3,1,2,2,24
"233",281,1998,"Somewhat","Slightly","Moderately","Moderately","Slightly","Somewhat","Extremely","Yes","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Female",6,"False",-1,2300,2,"False",-1,3200,5,"False",-1,1700,9,"False",-1,3900,4,"False",-1,1500,7,"False",-1,2000,1,"False",-1,3400,3,"False",-1,2400,8,"False",-1,3700,10,"False",-1,1200,"Less than $20,000","Slightly","Not at all","Moderately","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Max","6004958f47a3a761bdbbb72a","Caucasian","605ab7d6f39444aec6b2fa4e","605990fadf3c32e5e48028c8","{'attCheckEnd': 190141, 'consentEnd': 4602, 'demographicsEnd': 255330, 'introEnd': 31798, 'study0End': 128739, 'study1End': 142730, 'study2End': 153314, 'studyEnd': 176178}","post",190141,4602,255330,31798,128739,142730,153314,176178,"","Max",2,1,3,3,1,2,4,0,0,0,0,0,0,0,1,0,3,0,3,0,2,0,1.16666666666667,2,0,2300,2300,0,3200,3200,0,1700,1700,0,3900,3900,0,1500,1500,0,2000,2000,0,3400,3400,0,2400,2400,0,3700,3700,0,1200,1200,0,3700,3700,0,1200,1200,0,2400,2400,0,1500,1500,0,1700,1700,0,2300,2300,0,3400,3400,0,3900,3900,0,2000,2000,0,3200,3200,2530,2530,0,1,0,1,3,1,1,1.16666666666667,23
